MONTH,OWNER,DEPENDEDON,RELEASES,RRANK,SCORE,SSCORE
2019-09,larsmikkelsen,544,114,0.936,509.184,0.916
2019-09,jiyinyiyong,568,65,0.894,507.792,0.916
2019-09,i-like-robots,523,210,0.97,507.31,0.916
2019-09,lukasolson,568,64,0.893,507.224,0.916
2019-09,tylersmalley,568,64,0.893,507.224,0.916
2019-09,tao1991123,515,377,0.984,506.76,0.916
2019-09,gregmartdotin,527,177,0.961,506.447,0.916
2019-09,hnicbaker,527,177,0.961,506.447,0.916
2019-09,lahmatiy,823,13,0.615,506.145,0.916
2019-09,danielsogl,518,272,0.975,505.05,0.916
2019-09,wf9a5m75,518,260,0.973,504.014,0.916
2019-09,speajus,530,127,0.949,502.97,0.916
2019-09,fnatic,541,102,0.928,502.048,0.916
2019-09,bang88,792,14,0.632,500.544,0.916
2019-09,stjohnjohnson,585,46,0.854,499.59,0.916
2019-09,piotr-oles,1665,4,0.3,499.5,0.916
2019-09,pluralsight,555,69,0.898,498.39,0.916
2019-09,nanandn,525,127,0.949,498.225,0.916
2019-09,x84,535,106,0.931,498.085,0.915
2019-09,popmotion,716,18,0.693,496.188,0.915
2019-09,amalto-ci,511,218,0.97,495.67,0.915
2019-09,roxane.mace,511,218,0.97,495.67,0.915
2019-09,vuongc,511,218,0.97,495.67,0.915
2019-09,krzkaczor,644,27,0.768,494.592,0.915
2019-09,cartant,611,35,0.809,494.299,0.915
2019-09,geon,984,9,0.501,492.984,0.915
2019-09,johankristiansson,984,9,0.501,492.984,0.915
2019-09,erieng,984,9,0.501,492.984,0.915
2019-09,dividstefansvensson,984,9,0.501,492.984,0.915
2019-09,bjolind,984,9,0.501,492.984,0.915
2019-09,adam.luotonen,984,9,0.501,492.984,0.915
2019-09,sharyn,505,246,0.972,490.86,0.915
2019-09,meetupbot,506,211,0.97,490.82,0.915
2019-09,availity-bot,510,177,0.961,490.11,0.915
2019-09,tmonstrs,505,215,0.97,489.85,0.915
2019-09,austinkelleher,526,105,0.93,489.18,0.915
2019-09,forrestry,495,510,0.988,489.06,0.915
2019-09,jounqin,501,291,0.976,488.976,0.915
2019-09,jonathan.balsano,543,71,0.899,488.157,0.915
2019-09,mmarcon,543,71,0.899,488.157,0.915
2019-09,baizn,529,93,0.922,487.738,0.914
2019-09,seaneking,1104,7,0.441,486.864,0.914
2019-09,esamatti,568,48,0.857,486.776,0.914
2019-09,alloy,518,117,0.938,485.884,0.914
2019-09,deafgoat,540,71,0.899,485.46,0.914
2019-09,jack.weir,540,71,0.899,485.46,0.914
2019-09,mongodb-build,540,71,0.899,485.46,0.914
2019-09,xaviervia,527,92,0.921,485.367,0.914
2019-09,siddharthkp,715,17,0.678,484.77,0.914
2019-09,tunnckocore,526,91,0.921,484.446,0.914
2019-09,scratch,551,56,0.879,484.329,0.914
2019-09,etamponi,573,44,0.845,484.185,0.914
2019-09,strykermutator-npa,548,59,0.883,483.884,0.914
2019-09,boutell,696,18,0.693,482.328,0.914
2019-09,cruikshank,504,148,0.956,481.824,0.914
2019-09,malept,584,39,0.825,481.8,0.914
2019-09,heskey,780,13,0.615,479.7,0.914
2019-09,wendzhue,780,13,0.615,479.7,0.914
2019-09,calebmer,3802,2,0.126,479.052,0.914
2019-09,zmully,2154,3,0.222,478.188,0.914
2019-09,farismmk,482,638,0.991,477.662,0.914
2019-09,ci010,515,100,0.927,477.405,0.914
2019-09,quarterto,492,210,0.97,477.24,0.913
2019-09,pimlie,491,224,0.971,476.761,0.913
2019-09,txhawks,588,35,0.809,475.692,0.913
2019-09,watilde,1580,4,0.3,474,0.913
2019-09,buschtoens,526,72,0.901,473.926,0.913
2019-09,pnpmuser,577,38,0.819,472.563,0.913
2019-09,jaketrent,545,50,0.866,471.97,0.913
2019-09,simondel,535,58,0.882,471.87,0.913
2019-09,bobhaslett,486,208,0.969,470.934,0.913
2019-09,ft-internal-products,486,208,0.969,470.934,0.913
2019-09,joannaskao,486,208,0.969,470.934,0.913
2019-09,robinmarr-ft,486,208,0.969,470.934,0.913
2019-09,sdbernard,486,208,0.969,470.934,0.913
2019-09,alon.arlaki,502,117,0.938,470.876,0.913
2019-09,doron.zavelevsky,502,117,0.938,470.876,0.913
2019-09,liranbarokas,502,117,0.938,470.876,0.913
2019-09,remojansen,889,10,0.529,470.281,0.913
2019-09,bmac,503,110,0.934,469.802,0.913
2019-09,jossmac,848,11,0.554,469.792,0.913
2019-09,xudafeng,596,30,0.787,469.052,0.913
2019-09,fishythefish,3718,2,0.126,468.468,0.913
2019-09,pvekris,3718,2,0.126,468.468,0.913
2019-09,ember-data-admin,501,110,0.934,467.934,0.912
2019-09,nickreynolds,502,103,0.928,465.856,0.912
2019-09,tobek,502,103,0.928,465.856,0.912
2019-09,walfly,502,103,0.928,465.856,0.912
2019-09,coolme200,1549,4,0.3,464.7,0.912
2019-09,codejamninja,497,112,0.935,464.695,0.912
2019-09,elitsaml,482,192,0.964,464.648,0.912
2019-09,wg_publish,473,361,0.982,464.486,0.912
2019-09,ransombriggs,631,22,0.735,463.785,0.912
2019-09,chee,478,210,0.97,463.66,0.912
2019-09,viktor.rees,482,163,0.959,462.238,0.912
2019-09,jkheo,584,31,0.791,461.944,0.912
2019-09,woo_ram,584,31,0.791,461.944,0.912
2019-09,briggsc,475,208,0.969,460.275,0.912
2019-09,adrienjoly,1162,6,0.395,458.99,0.912
2019-09,daleharvey,606,24,0.753,456.318,0.912
2019-09,ohif-bot,479,132,0.951,455.529,0.912
2019-09,rodrigoantinarelli,479,132,0.951,455.529,0.912
2019-09,romulobordezani,479,132,0.951,455.529,0.912
2019-09,xadillax,1518,4,0.3,455.4,0.912
2019-09,cbaptiste,1152,6,0.395,455.04,0.911
2019-09,jerska,1152,6,0.395,455.04,0.911
2019-09,raphi,1152,6,0.395,455.04,0.911
2019-09,ksnyde,501,77,0.908,454.908,0.911
2019-09,tyriar,504,72,0.901,454.104,0.911
2019-09,cnovoab,500,77,0.908,454,0.911
2019-09,smurua,500,77,0.908,454,0.911
2019-09,ronanlevesque,1149,6,0.395,453.855,0.911
2019-09,blackbaud,587,28,0.772,453.164,0.911
2019-09,evocateur,2039,3,0.222,452.658,0.911
2019-09,jonmontane,1145,6,0.395,452.275,0.911
2019-09,therealwebby,1145,6,0.395,452.275,0.911
2019-09,benjamind,465,228,0.971,451.515,0.911
2019-09,lukyvj,1142,6,0.395,451.09,0.911
2019-09,habdelra,495,80,0.911,450.945,0.911
2019-09,bripkens,1291,5,0.349,450.559,0.911
2019-09,agdavid,1139,6,0.395,449.905,0.91
2019-09,broujo,1139,6,0.395,449.905,0.91
2019-09,clemfromspace,1139,6,0.395,449.905,0.91
2019-09,e-krebs,1139,6,0.395,449.905,0.91
2019-09,jasonsooter,1139,6,0.395,449.905,0.91
2019-09,l0aded,1139,6,0.395,449.905,0.91
2019-09,lorrissaintgenez,1139,6,0.395,449.905,0.91
2019-09,marieglr,1139,6,0.395,449.905,0.91
2019-09,marielaure,1139,6,0.395,449.905,0.91
2019-09,mikaa123,1139,6,0.395,449.905,0.91
2019-09,mikhael.jabroux,1139,6,0.395,449.905,0.91
2019-09,noclat,1139,6,0.395,449.905,0.91
2019-09,s-pace,1139,6,0.395,449.905,0.91
2019-09,seafoox,1139,6,0.395,449.905,0.91
2019-09,sepehrf,1139,6,0.395,449.905,0.91
2019-09,shipow,1139,6,0.395,449.905,0.91
2019-09,sylvainh,1139,6,0.395,449.905,0.91
2019-09,thomaslef,1139,6,0.395,449.905,0.91
2019-09,valentindotxyz,1139,6,0.395,449.905,0.91
2019-09,rashellek,502,66,0.895,449.29,0.91
2019-09,wanghx,1496,4,0.3,448.8,0.91
2019-09,nick.mokhnach,513,53,0.874,448.362,0.91
2019-09,hajoeichler,501,64,0.893,447.393,0.91
2019-09,timonrey,501,64,0.893,447.393,0.91
2019-09,yanns,501,64,0.893,447.393,0.91
2019-09,ericvicenti,491,81,0.911,447.301,0.91
2019-09,dkhuntrods,519,49,0.86,446.34,0.91
2019-09,niksy,843,10,0.529,445.947,0.91
2019-09,azu,532,42,0.838,445.816,0.91
2019-09,davidaghassi,496,70,0.898,445.408,0.91
2019-09,haverchuck,545,37,0.815,444.175,0.909
2019-09,dangraham,507,54,0.875,443.625,0.909
2019-09,vmx,684,15,0.648,443.232,0.909
2019-09,skevy,682,15,0.648,441.936,0.909
2019-09,apercu,542,37,0.815,441.73,0.909
2019-09,amdgigabyte,476,98,0.926,440.776,0.909
2019-09,alisey,502,55,0.878,440.756,0.909
2019-09,jomarton,502,55,0.878,440.756,0.909
2019-09,xyrue,502,55,0.878,440.756,0.909
2019-09,zombiefruit,502,55,0.878,440.756,0.909
2019-09,hyj1991,1468,4,0.3,440.4,0.909
2019-09,wwsun,448,335,0.981,439.488,0.909
2019-09,vicerwang,448,335,0.981,439.488,0.909
2019-09,alexandremeunier,1106,6,0.395,436.87,0.908
2019-09,amcdaid106,1106,6,0.395,436.87,0.908
2019-09,cindycullen,1106,6,0.395,436.87,0.908
2019-09,crawler-team,1106,6,0.395,436.87,0.908
2019-09,devinalgolia,1106,6,0.395,436.87,0.908
2019-09,dispix,1106,6,0.395,436.87,0.908
2019-09,h1fra,1106,6,0.395,436.87,0.908
2019-09,julienbourdeau,1106,6,0.395,436.87,0.908
2019-09,jvenezia,1106,6,0.395,436.87,0.908
2019-09,kombucha,1106,6,0.395,436.87,0.908
2019-09,mschreiber,1106,6,0.395,436.87,0.908
2019-09,otomatik,1106,6,0.395,436.87,0.908
2019-09,sophiem03,1106,6,0.395,436.87,0.908
2019-09,sylvain,1106,6,0.395,436.87,0.908
2019-09,notlee,450,208,0.969,436.05,0.908
2019-09,zsherman,824,10,0.529,435.896,0.908
2019-09,bjoerge,475,86,0.917,435.575,0.908
2019-09,jianliao79,453,153,0.957,433.521,0.908
2019-09,marcysutton,532,36,0.812,431.984,0.908
2019-09,chimurai,1944,3,0.222,431.568,0.908
2019-09,axgy,445,208,0.969,431.205,0.908
2019-09,mlrawlings,565,26,0.763,431.095,0.908
2019-09,chadhikes,447,188,0.962,430.014,0.908
2019-09,davidwells,446,189,0.963,429.498,0.908
2019-09,msftapplicationinsights,524,38,0.819,429.156,0.908
2019-09,osdnk,499,49,0.86,429.14,0.908
2019-09,jeffy2012,465,93,0.922,428.73,0.908
2019-09,neoddish,465,93,0.922,428.73,0.908
2019-09,gantman,533,34,0.804,428.532,0.908
2019-09,ingalls,971,7,0.441,428.211,0.908
2019-09,killagu,1424,4,0.3,427.2,0.907
2019-09,eggjs-admin,1423,4,0.3,426.9,0.907
2019-09,thi.ng,462,96,0.924,426.888,0.907
2019-09,andykog,3379,2,0.126,425.754,0.907
2019-09,twokul,892,8,0.476,424.592,0.907
2019-09,paulvarache,451,121,0.941,424.391,0.907
2019-09,alexspeller,462,79,0.91,420.42,0.907
2019-09,umut.uzgur,480,54,0.875,420,0.907
2019-09,katmatt,470,64,0.893,419.71,0.907
2019-09,huuda.tran,502,41,0.836,419.672,0.907
2019-09,lukaswm,448,114,0.936,419.328,0.907
2019-09,dylanb,516,36,0.812,418.992,0.907
2019-09,wilcofiers,516,36,0.812,418.992,0.907
2019-09,dead-horse,1196,5,0.349,417.404,0.907
2019-09,kanocomputing,443,121,0.941,416.863,0.907
2019-09,vesajuvonen,567,22,0.735,416.745,0.907
2019-09,willbagby,457,80,0.911,416.327,0.907
2019-09,poorpaddy,465,66,0.895,416.175,0.907
2019-09,saberduck,873,8,0.476,415.548,0.907
2019-09,rpazdera,441,121,0.941,414.981,0.907
2019-09,silvandiepen,454,82,0.913,414.502,0.907
2019-09,andyrichardson,524,31,0.791,414.484,0.907
2019-09,nectarsoft,440,121,0.941,414.04,0.906
2019-09,paulmck21,440,121,0.941,414.04,0.906
2019-09,archcry,470,57,0.88,413.6,0.906
2019-09,courajs,455,78,0.909,413.595,0.906
2019-09,ematiu,458,73,0.903,413.574,0.906
2019-09,alicemarshall,438,121,0.941,412.158,0.906
2019-09,burcunoyan,453,78,0.909,411.777,0.906
2019-09,erquhart,498,39,0.825,410.85,0.906
2019-09,jansenbe,567,21,0.724,410.508,0.906
2019-09,officedevpnp,567,21,0.724,410.508,0.906
2019-09,patrick-rodgers,567,21,0.724,410.508,0.906
2019-09,austinstarin,605,17,0.678,410.19,0.906
2019-09,mixmix,521,30,0.787,410.027,0.906
2019-09,gcanti,1173,5,0.349,409.377,0.906
2019-09,alexgilbert,616,16,0.664,409.024,0.906
2019-09,stuartromanek,616,16,0.664,409.024,0.906
2019-09,philidem,478,46,0.854,408.212,0.906
2019-09,lokywin,444,86,0.917,407.148,0.906
2019-09,paprikaorg,444,86,0.917,407.148,0.906
2019-09,estruyf,540,24,0.753,406.62,0.906
2019-09,grdunn,610,16,0.664,405.04,0.906
2019-09,mtthwmnc,610,16,0.664,405.04,0.906
2019-09,hperrin,417,203,0.969,404.073,0.905
2019-09,bgantick,595,17,0.678,403.41,0.905
2019-09,vazexqi,676,12,0.596,402.896,0.905
2019-09,chrisarevir,407,569,0.989,402.523,0.905
2019-09,dancingshell,407,569,0.989,402.523,0.905
2019-09,dannyphillips,407,569,0.989,402.523,0.905
2019-09,jadamsss,407,569,0.989,402.523,0.905
2019-09,justinmwatts,407,569,0.989,402.523,0.905
2019-09,mboprtr,407,569,0.989,402.523,0.905
2019-09,robbiegprocore,407,569,0.989,402.523,0.905
2019-09,truthysystems,407,569,0.989,402.523,0.905
2019-09,salakar,414,229,0.971,401.994,0.905
2019-09,davidmurdoch,844,8,0.476,401.744,0.905
2019-09,jstejada,909,7,0.441,400.869,0.905
2019-09,randombyte,426,112,0.935,398.31,0.905
2019-09,brianleroux,416,140,0.954,396.864,0.905
2019-09,sapegin,1784,3,0.222,396.048,0.905
2019-09,gapi,412,174,0.96,395.52,0.905
2019-09,leonidas,1779,3,0.222,394.938,0.905
2019-09,houjun,408,199,0.967,394.536,0.905
2019-09,travist,427,87,0.918,391.986,0.905
2019-09,remyyounes,396,569,0.989,391.644,0.904
2019-09,bates550,396,558,0.989,391.644,0.904
2019-09,dallashall-procore,396,558,0.989,391.644,0.904
2019-09,dev-account-admin,396,558,0.989,391.644,0.904
2019-09,espi,396,558,0.989,391.644,0.904
2019-09,m.mohammad,396,558,0.989,391.644,0.904
2019-09,timdoherty,396,558,0.989,391.644,0.904
2019-09,sd-buildbot,455,49,0.86,391.3,0.904
2019-09,braintree,449,52,0.871,391.079,0.904
2019-09,waldekm,540,21,0.724,390.96,0.904
2019-09,nyurik,421,101,0.927,390.267,0.904
2019-09,marbemac,422,97,0.924,389.928,0.904
2019-09,jenweber,428,78,0.909,389.052,0.904
2019-09,sw-yx,467,40,0.833,389.011,0.904
2019-09,emyarod,435,64,0.893,388.455,0.904
2019-09,lauriejim,395,351,0.981,387.495,0.904
2019-09,soupette,395,351,0.981,387.495,0.904
2019-09,bennyp,407,132,0.951,387.057,0.904
2019-09,khai96_,403,168,0.959,386.477,0.904
2019-09,workday-canvas-kit,419,93,0.922,386.318,0.904
2019-09,icambron,810,8,0.476,385.56,0.904
2019-09,bjrmatos,452,45,0.85,384.2,0.904
2019-09,rebornix,693,11,0.554,383.922,0.904
2019-09,stfbauer,530,21,0.724,383.72,0.903
2019-09,kazucocoa,439,53,0.874,383.686,0.903
2019-09,prettymuchbryce,577,16,0.664,383.128,0.903
2019-09,chentsulin,404,125,0.948,382.992,0.903
2019-09,stennie,423,72,0.901,381.123,0.903
2019-09,itsjonq,720,10,0.529,380.88,0.903
2019-09,andy.potanin,465,38,0.819,380.835,0.903
2019-09,jasonmit,573,16,0.664,380.472,0.903
2019-09,garrensmith,587,15,0.648,380.376,0.903
2019-09,thomaslangston-mongodb,423,71,0.899,380.277,0.903
2019-09,hdeshev,412,94,0.923,380.276,0.903
2019-09,mscdex,3013,2,0.126,379.638,0.903
2019-09,nothingismagick,1710,3,0.222,379.62,0.903
2019-09,mi6gan,394,179,0.962,379.028,0.903
2019-09,jacksontian,503,24,0.753,378.759,0.903
2019-09,liedman,635,12,0.596,378.46,0.903
2019-09,billytrend,480,30,0.787,377.76,0.903
2019-09,sergeyshandar,480,30,0.787,377.76,0.903
2019-09,vladbarosan,480,30,0.787,377.76,0.903
2019-09,aurelsicoko,385,350,0.981,377.685,0.903
2019-09,pierreburgy,385,350,0.981,377.685,0.903
2019-09,philsturgeon,408,97,0.924,376.992,0.903
2019-09,facuspagnuolo,479,30,0.787,376.973,0.902
2019-09,fastspeeed,412,84,0.914,376.568,0.902
2019-09,aduchate,412,82,0.913,376.156,0.902
2019-09,wen911119,403,102,0.928,373.984,0.902
2019-09,eahefnawy,436,48,0.857,373.652,0.902
2019-09,vincenzo,401,102,0.928,372.128,0.902
2019-09,davidlehn,494,24,0.753,371.982,0.902
2019-09,d2lam,435,46,0.854,371.49,0.902
2019-09,dlongley,498,23,0.745,371.01,0.902
2019-09,kriskowal,1670,3,0.222,370.74,0.902
2019-09,eduardolundgren,558,16,0.664,370.512,0.902
2019-09,murgatroid99,778,8,0.476,370.328,0.902
2019-09,mblackmblack,388,140,0.954,370.152,0.902
2019-09,xueyou2000,408,74,0.906,369.648,0.902
2019-09,be5invis,386,154,0.957,369.402,0.902
2019-09,khanacademy,502,22,0.735,368.97,0.902
2019-09,casserni,399,97,0.924,368.676,0.901
2019-09,chohmann,399,97,0.924,368.676,0.901
2019-09,chris.miaskowski,399,97,0.924,368.676,0.901
2019-09,dcbachi,399,97,0.924,368.676,0.901
2019-09,lottamus,399,97,0.924,368.676,0.901
2019-09,pytlesk4,399,97,0.924,368.676,0.901
2019-09,rossmcd,399,97,0.924,368.676,0.901
2019-09,vazha,399,97,0.924,368.676,0.901
2019-09,hubjac1,403,82,0.913,367.939,0.901
2019-09,timbarham,393,112,0.935,367.455,0.901
2019-09,aanisimov,383,165,0.959,367.297,0.901
2019-09,vorobeez,383,163,0.959,367.297,0.901
2019-09,zouxuoz,383,164,0.959,367.297,0.901
2019-09,dhamann,403,80,0.911,367.133,0.901
2019-09,maggot999,397,97,0.924,366.828,0.901
2019-09,abaudoux,403,78,0.909,366.327,0.901
2019-09,dmeur,403,78,0.909,366.327,0.901
2019-09,lafougere,403,78,0.909,366.327,0.901
2019-09,wulechuan,377,223,0.971,366.067,0.901
2019-09,christianalfoni,375,286,0.976,366,0.901
2019-09,reconbot,485,24,0.753,365.205,0.901
2019-09,artsy-engineering,393,102,0.928,364.704,0.901
2019-09,raftx24,382,140,0.954,364.428,0.901
2019-09,ebryn,447,37,0.815,364.305,0.901
2019-09,timbl,403,73,0.903,363.909,0.901
2019-09,trevorblades,398,84,0.914,363.772,0.901
2019-09,andrejewski,575,14,0.632,363.4,0.901
2019-09,justin.pante,394,93,0.922,363.268,0.901
2019-09,damassi,393,97,0.924,363.132,0.9
2019-09,schlesiger,374,204,0.969,362.406,0.9
2019-09,wallzerobot,374,207,0.969,362.406,0.9
2019-09,mattchewone,452,33,0.801,362.052,0.9
2019-09,martinvandehoef,397,81,0.911,361.667,0.9
2019-09,rafaesc92,474,26,0.763,361.662,0.9
2019-09,i1g,820,7,0.441,361.62,0.9
2019-09,oreqizer,379,135,0.952,360.808,0.9
2019-09,strml,1625,3,0.222,360.75,0.9
2019-09,regular,419,49,0.86,360.34,0.9
2019-09,limonte,555,15,0.648,359.64,0.9
2019-09,elevatebart,482,23,0.745,359.09,0.9
2019-09,templarian,677,10,0.529,358.133,0.9
2019-09,aikoven,2841,2,0.126,357.966,0.9
2019-09,msporny,494,21,0.724,357.656,0.9
2019-09,mariocoski,386,97,0.924,356.664,0.9
