MONTH,OWNER,DEPENDEDON,RELEASES,RRANK,SCORE,SSCORE
2019-09,umegaya,3729,45,0.85,3169.65,0.978
2019-09,antoaravinth,4034,29,0.782,3154.588,0.978
2019-09,farishelmi,3174,723,0.992,3148.608,0.978
2019-09,jarrodek,3205,228,0.971,3112.055,0.978
2019-09,picodoth,3673,44,0.845,3103.685,0.978
2019-09,marcosnils,3313,114,0.936,3100.968,0.978
2019-09,brentvatne,3158,341,0.981,3097.998,0.978
2019-09,okuryu,3577,50,0.866,3097.682,0.978
2019-09,dmail,3208,168,0.959,3076.472,0.978
2019-09,sethvincent,7784,6,0.395,3074.68,0.977
2019-09,lukeed,3664,42,0.838,3070.432,0.977
2019-09,timsuchanek,3120,366,0.983,3066.96,0.977
2019-09,prateekbh,3201,134,0.952,3047.352,0.977
2019-09,balena.io,3063,463,0.988,3026.244,0.977
2019-09,liuxuanzy,3027,1374,0.997,3017.919,0.977
2019-09,kashey,3747,34,0.804,3012.588,0.977
2019-09,fusion-ci,3025,789,0.993,3003.825,0.977
2019-09,mpacer,3030,398,0.987,2990.61,0.977
2019-09,mattnorris,2996,971,0.994,2978.024,0.977
2019-09,taymoork2,2994,915,0.994,2976.036,0.977
2019-09,npm.tropo,2991,901,0.993,2970.063,0.977
2019-09,aimeex3,2989,901,0.993,2968.077,0.976
2019-09,arun3528,2989,901,0.993,2968.077,0.976
2019-09,bbender,2989,901,0.993,2968.077,0.976
2019-09,chbo,2989,901,0.993,2968.077,0.976
2019-09,davehoff,2989,901,0.993,2968.077,0.976
2019-09,holsted,2989,901,0.993,2968.077,0.976
2019-09,jeffhoang,2989,901,0.993,2968.077,0.976
2019-09,jofuhrma,2989,901,0.993,2968.077,0.976
2019-09,jsu2,2989,901,0.993,2968.077,0.976
2019-09,mwegman,2989,901,0.993,2968.077,0.976
2019-09,robstax,2989,901,0.993,2968.077,0.976
2019-09,saurjai3,2989,901,0.993,2968.077,0.976
2019-09,zxd8802091,2989,901,0.993,2968.077,0.976
2019-09,minrk,3014,365,0.983,2962.762,0.976
2019-09,tmcw,4816,13,0.615,2961.84,0.976
2019-09,jfromaniello,5342,11,0.554,2959.468,0.976
2019-09,akoushke,2970,910,0.994,2952.18,0.976
2019-09,lalli-flores,2970,901,0.993,2949.21,0.976
2019-09,doowb,7445,6,0.395,2940.775,0.976
2019-09,sylvaincorlay,2984,369,0.984,2936.256,0.976
2019-09,jasongrout,2983,368,0.984,2935.272,0.976
2019-09,ellisonbg,2983,366,0.983,2932.289,0.976
2019-09,webex-components-publisher,2928,868,0.993,2907.504,0.976
2019-09,johnnyreilly,9667,4,0.3,2900.1,0.976
2019-09,philcockfield,2935,400,0.987,2896.845,0.976
2019-09,krisselden,3531,38,0.819,2891.889,0.976
2019-09,clarkdo,2972,251,0.973,2891.756,0.976
2019-09,d4kmor,2951,234,0.972,2868.372,0.976
2019-09,fredyc,3517,37,0.815,2866.355,0.976
2019-09,gnestor,2912,365,0.983,2862.496,0.976
2019-09,jbrantly,9522,4,0.3,2856.6,0.976
2019-09,lfades,3108,88,0.919,2856.252,0.976
2019-09,ian-r-rose,2901,369,0.984,2854.584,0.975
2019-09,darian,2901,365,0.983,2851.683,0.975
2019-09,declanvk,2901,365,0.983,2851.683,0.975
2019-09,hoo761,2901,365,0.983,2851.683,0.975
2019-09,jaipreets,2901,365,0.983,2851.683,0.975
2019-09,markellekelly,2901,365,0.983,2851.683,0.975
2019-09,parente,2901,365,0.983,2851.683,0.975
2019-09,saulshanabrook,2901,365,0.983,2851.683,0.975
2019-09,zsailer,2901,365,0.983,2851.683,0.975
2019-09,zuoyuanh,2901,365,0.983,2851.683,0.975
2019-09,wuqi567,2863,1301,0.996,2851.548,0.975
2019-09,popomore,3621,30,0.787,2849.727,0.975
2019-09,cowboy,12765,3,0.222,2833.83,0.975
2019-09,remy,5652,9,0.501,2831.652,0.975
2019-09,davidtheclark,8082,5,0.349,2820.618,0.975
2019-09,mweststrate,5326,10,0.529,2817.454,0.975
2019-09,justinfagnani,12604,3,0.222,2798.088,0.975
2019-09,liady,3767,22,0.735,2768.745,0.975
2019-09,ckeditor,4486,13,0.615,2758.89,0.975
2019-09,stevepeak,4477,13,0.615,2753.355,0.975
2019-09,jamuhl,3396,35,0.809,2747.364,0.975
2019-09,elorzafe,2733,778,0.992,2711.136,0.975
2019-09,ikobe,3215,43,0.842,2707.03,0.974
2019-09,jmeas,8987,4,0.3,2696.1,0.974
2019-09,billatnpm,3169,45,0.85,2693.65,0.974
2019-09,inikulin,2695,987,0.995,2681.525,0.974
2019-09,kikobeats,2749,257,0.973,2674.777,0.974
2019-09,arcanis,3502,26,0.763,2672.026,0.974
2019-09,yuche,2768,177,0.961,2660.048,0.974
2019-09,krainboltgreene,2678,595,0.99,2651.22,0.974
2019-09,mfix22,3089,47,0.856,2644.184,0.974
2019-09,jga,3065,49,0.86,2635.9,0.974
2019-09,ruyadorno,3064,47,0.856,2622.784,0.974
2019-09,huvik,3062,46,0.854,2614.948,0.974
2019-09,coetry,3067,45,0.85,2606.95,0.974
2019-09,msweeneydev,3067,45,0.85,2606.95,0.974
2019-09,rabaut,3067,45,0.85,2606.95,0.974
2019-09,williamli,3067,45,0.85,2606.95,0.974
2019-09,ragojose,3059,45,0.85,2600.15,0.974
2019-09,sprucelabs-ci,2595,1207,0.996,2584.62,0.974
2019-09,mattmueller,4195,13,0.615,2579.925,0.974
2019-09,dgeb,2671,180,0.962,2569.502,0.974
2019-09,mmun,3135,38,0.819,2567.565,0.974
2019-09,janicklas-ralph,2983,47,0.856,2553.448,0.974
2019-09,defaultlee,2645,197,0.965,2552.425,0.973
2019-09,paco,2994,45,0.85,2544.9,0.973
2019-09,atcastle,2983,45,0.85,2535.55,0.973
2019-09,skllcrn,2983,45,0.85,2535.55,0.973
2019-09,beneb,20074,2,0.126,2529.324,0.973
2019-09,nmccready,2842,62,0.887,2520.854,0.973
2019-09,jsenv-admin,2595,164,0.959,2488.605,0.973
2019-09,th0r,7060,5,0.349,2463.94,0.973
2019-09,samverschueren,4122,12,0.596,2456.712,0.973
2019-09,mikemimik,2887,45,0.85,2453.95,0.973
2019-09,davglass,4076,12,0.596,2429.296,0.973
2019-09,mourner,3465,18,0.693,2401.245,0.973
2019-09,taion,3309,21,0.724,2395.716,0.973
2019-09,matteo.collina,3115,27,0.768,2392.32,0.973
2019-09,pedronauck,2584,94,0.923,2385.032,0.973
2019-09,mlabieniec,2411,539,0.989,2384.479,0.973
2019-09,odspnpm,2402,318,0.977,2346.754,0.973
2019-09,adrai,2863,33,0.801,2293.263,0.973
2019-09,hacksparrow,2374,197,0.965,2290.91,0.973
2019-09,addyosmani,7594,4,0.3,2278.2,0.973
2019-09,saas_plat,2455,99,0.926,2273.33,0.973
2019-09,mbroadst,2514,72,0.901,2265.114,0.973
2019-09,darthtrevino,2984,25,0.759,2264.856,0.972
2019-09,novemberborn,5709,6,0.395,2255.055,0.972
2019-09,mgol,5701,6,0.395,2251.895,0.972
2019-09,notwaldorf,10133,3,0.222,2249.526,0.972
2019-09,daprahamian,2479,72,0.901,2233.579,0.972
2019-09,silvenon,2377,108,0.931,2212.987,0.972
2019-09,geelen,9945,3,0.222,2207.79,0.972
2019-09,xhmikosr,7314,4,0.3,2194.2,0.972
2019-09,kpdecker,3675,12,0.596,2190.3,0.972
2019-09,ahua52,2480,57,0.88,2182.4,0.972
2019-09,bkeepers,2421,72,0.901,2181.321,0.972
2019-09,toekneestuck,2177,987,0.995,2166.115,0.972
2019-09,nkcmr,2161,987,0.995,2150.195,0.972
2019-09,johndotawesome,2160,987,0.995,2149.2,0.972
2019-09,jculvey,2155,987,0.995,2144.225,0.972
2019-09,sejoker,2155,987,0.995,2144.225,0.972
2019-09,milesj,2219,175,0.961,2132.459,0.972
2019-09,cf-ci,2140,987,0.995,2129.3,0.972
2019-09,manatarms,2140,987,0.995,2129.3,0.972
2019-09,ereeves,2136,987,0.995,2125.32,0.972
2019-09,cf-ci-write,2129,1007,0.996,2120.484,0.972
2019-09,jriest,2129,987,0.995,2118.355,0.971
2019-09,jspiescf,2129,987,0.995,2118.355,0.971
2019-09,kboutettecf,2129,987,0.995,2118.355,0.971
2019-09,mpint,2129,987,0.995,2118.355,0.971
2019-09,rexscaria,2129,987,0.995,2118.355,0.971
2019-09,segments-write,2129,987,0.995,2118.355,0.971
2019-09,wnelsoncf,2129,987,0.995,2118.355,0.971
2019-09,simlu,2167,315,0.977,2117.159,0.971
2019-09,michaelmyers,2147,265,0.974,2091.178,0.971
2019-09,asvin,2114,562,0.989,2090.746,0.971
2019-09,chrsdietz,2147,261,0.973,2089.031,0.971
2019-09,opendog,2147,261,0.973,2089.031,0.971
2019-09,shawnatxapp,2147,261,0.973,2089.031,0.971
2019-09,xappbot,2147,261,0.973,2089.031,0.971
2019-09,asapzacy,2096,987,0.995,2085.52,0.971
2019-09,conzorkingkong,2096,987,0.995,2085.52,0.971
2019-09,rcepa,2096,987,0.995,2085.52,0.971
2019-09,ianstormtaylor,3920,10,0.529,2073.68,0.971
2019-09,shawnbot,2113,344,0.981,2072.853,0.971
2019-09,milliechan,2080,987,0.995,2069.6,0.971
2019-09,samjbmason,2080,987,0.995,2069.6,0.971
2019-09,asharp,2079,987,0.995,2068.605,0.97
2019-09,helloandre,2079,987,0.995,2068.605,0.97
2019-09,imkmf,2079,987,0.995,2068.605,0.97
2019-09,octokitbot,2299,68,0.897,2062.203,0.97
2019-09,mxstbr,16307,2,0.126,2054.682,0.97
2019-09,carbon-bot,2048,487,0.988,2023.424,0.97
2019-09,1000hz,2032,987,0.995,2021.84,0.97
2019-09,amphro,5741,5,0.349,2003.609,0.97
2019-09,rbergman,5741,5,0.349,2003.609,0.97
2019-09,tannerlinsley,2208,76,0.907,2002.656,0.97
2019-09,bajtos,2052,202,0.968,1986.336,0.97
2019-09,boyuzhou,2308,47,0.856,1975.648,0.97
2019-09,juliangruber,5655,5,0.349,1973.595,0.97
2019-09,nickmessing,2461,33,0.801,1971.261,0.97
2019-09,nestjscore,2074,125,0.948,1966.152,0.97
2019-09,joshblack,1981,434,0.987,1955.247,0.97
2019-09,tomdale,2196,62,0.887,1947.852,0.97
2019-09,rexxars,2112,90,0.92,1943.04,0.97
2019-09,iaco,3652,10,0.529,1931.908,0.97
2019-09,mattdesl,8635,3,0.222,1916.97,0.97
2019-09,ccheever,1965,221,0.97,1906.05,0.97
2019-09,demurgos,3098,13,0.615,1905.27,0.97
2019-09,75lb,2529,24,0.753,1904.337,0.97
2019-09,aleclarson,2318,38,0.819,1898.442,0.969
2019-09,fson,1945,221,0.97,1886.65,0.969
2019-09,expoadmin,1942,224,0.971,1885.682,0.969
2019-09,justinbmeyer,2121,62,0.887,1881.327,0.969
2019-09,easygate,2027,102,0.928,1881.056,0.969
2019-09,evanbacon,1934,224,0.971,1877.914,0.969
2019-09,zeke,2049,84,0.914,1872.786,0.969
2019-09,mgechev,2328,33,0.801,1864.728,0.969
2019-09,dschenkelman,3720,9,0.501,1863.72,0.969
2019-09,yairhaimo,1954,131,0.951,1858.254,0.969
2019-09,esamelson,1913,224,0.971,1857.523,0.969
2019-09,yuanyan,1953,130,0.949,1853.397,0.969
2019-09,cijoe,1936,142,0.955,1848.88,0.969
2019-09,coderhaoxin,6146,4,0.3,1843.8,0.969
2019-09,flowtype,4665,6,0.395,1842.675,0.969
2019-09,mroch,4665,6,0.395,1842.675,0.969
2019-09,vanthome,1866,378,0.984,1836.144,0.969
2019-09,hannelso,1886,261,0.973,1835.078,0.969
2019-09,mrgnrdrck,14560,2,0.126,1834.56,0.969
2019-09,nuxt.bot,1843,841,0.993,1830.099,0.969
2019-09,deity-,1841,910,0.994,1829.954,0.969
2019-09,deity-io,1841,947,0.994,1829.954,0.969
2019-09,cjohansen,14502,2,0.126,1827.252,0.968
2019-09,alexandrudima,2320,30,0.787,1825.84,0.968
2019-09,warmhug,2055,62,0.887,1822.785,0.968
2019-09,priley86,1843,404,0.987,1819.041,0.968
2019-09,dani723,1843,374,0.984,1813.512,0.968
2019-09,benbruda,1841,372,0.984,1811.544,0.968
2019-09,henriarm,1841,374,0.984,1811.544,0.968
2019-09,dgutride,1828,402,0.987,1804.236,0.968
2019-09,matthewp,1941,92,0.921,1787.661,0.968
2019-09,leshakoss,3752,8,0.476,1785.952,0.968
2019-09,lossless,1848,192,0.964,1781.472,0.968
2019-09,satazor,4499,6,0.395,1777.105,0.968
2019-09,jashkenas,2974,12,0.596,1772.504,0.968
2019-09,jnm2377,1791,434,0.987,1767.717,0.968
2019-09,dlabrecq,1790,395,0.986,1764.94,0.968
2019-09,patternfly-build,1790,395,0.986,1764.94,0.968
2019-09,phillipskevin,1992,60,0.885,1762.92,0.968
2019-09,chancancode,2114,40,0.833,1760.962,0.968
2019-09,christian-bromann,1941,75,0.907,1760.487,0.968
2019-09,lazd,1837,154,0.957,1758.009,0.968
2019-09,tjegan,1781,425,0.987,1757.847,0.968
2019-09,purplecabbage,1784,362,0.983,1753.672,0.968
2019-09,jouni,1862,118,0.938,1746.556,0.967
2019-09,gnidan,1805,179,0.962,1736.41,0.967
2019-09,aeschli,2256,27,0.768,1732.608,0.967
2019-09,clarle,2390,21,0.724,1730.36,0.967
2019-09,mwcz,1748,406,0.987,1725.276,0.967
2019-09,nsamsami,5743,4,0.3,1722.9,0.967
2019-09,realredallen,1744,403,0.987,1721.328,0.967
2019-09,emplums,1753,331,0.98,1717.94,0.967
2019-09,jcesarmobile,1808,125,0.948,1713.984,0.967
2019-09,molant,1749,323,0.979,1712.271,0.967
2019-09,cruzmolina,1778,178,0.961,1708.658,0.967
2019-09,eggplantzzz,1778,178,0.961,1708.658,0.967
2019-09,fainashalts,1778,178,0.961,1708.658,0.967
2019-09,jonrohan,1742,331,0.98,1707.16,0.967
2019-09,rtsao,3081,11,0.554,1706.874,0.967
2019-09,locks,2093,37,0.815,1705.795,0.967
2019-09,broccolini,1737,331,0.98,1702.26,0.967
2019-09,primer-css,1737,331,0.98,1702.26,0.967
2019-09,kengoldfarb,1712,966,0.994,1701.728,0.967
2019-09,liquidg3,1712,966,0.994,1701.728,0.967
2019-09,ryanrd,1712,966,0.994,1701.728,0.967
2019-09,haltman,1770,178,0.961,1700.97,0.967
2019-09,antross,1741,318,0.977,1700.957,0.966
2019-09,seesemichaelj,1769,177,0.961,1700.009,0.966
2019-09,daviddias,1891,70,0.898,1698.118,0.966
2019-09,msimmer,1717,502,0.988,1696.396,0.966
2019-09,pgte,3562,8,0.476,1695.512,0.966
2019-09,alcferreira,1719,391,0.986,1694.934,0.966
2019-09,fczuardi,1719,391,0.986,1694.934,0.966
2019-09,felipegameiro,1719,391,0.986,1694.934,0.966
2019-09,imwra,1719,391,0.986,1694.934,0.966
2019-09,seocam,1719,391,0.986,1694.934,0.966
2019-09,vnakamura,1719,391,0.986,1694.934,0.966
2019-09,dougmiller,1718,392,0.986,1693.948,0.966
2019-09,jeff-phillips-18,1717,394,0.986,1692.962,0.966
2019-09,jridgewell,2678,14,0.632,1692.496,0.966
2019-09,stevegill,1716,364,0.983,1686.828,0.966
2019-09,mturley,1710,392,0.986,1686.06,0.966
2019-09,kylebuch8,1708,392,0.986,1684.088,0.966
2019-09,filmaj,1713,362,0.983,1683.879,0.966
2019-09,calebwaldorf,1700,502,0.988,1679.6,0.966
2019-09,cam__mer,1700,502,0.988,1679.6,0.966
2019-09,ktotten,1698,392,0.986,1674.228,0.966
2019-09,probablyup,13280,2,0.126,1673.28,0.966
2019-09,diervo,1697,394,0.986,1673.242,0.965
2019-09,lbalmaceda,3339,9,0.501,1672.839,0.965
2019-09,larsdenbakker,1979,44,0.845,1672.255,0.965
2019-09,levithomason,2025,39,0.825,1670.625,0.965
2019-09,dsokal,1719,225,0.971,1669.149,0.965
2019-09,shazron,1699,361,0.982,1668.418,0.965
2019-09,housseindjirdeh,1962,45,0.85,1667.7,0.965
2019-09,spanicker,1962,45,0.85,1667.7,0.965
2019-09,swaagie,3323,9,0.501,1664.823,0.965
2019-09,woloski,3497,8,0.476,1664.572,0.965
2019-09,pmdartus,1675,394,0.986,1651.55,0.965
2019-09,tbliss,1667,394,0.986,1643.662,0.965
2019-09,byao,1664,394,0.986,1640.704,0.965
2019-09,kevinv11n,1664,394,0.986,1640.704,0.965
2019-09,ekashida,1663,395,0.986,1639.718,0.965
2019-09,gr8gatsby,1663,394,0.986,1639.718,0.965
2019-09,ravi.jayaramappa,1663,394,0.986,1639.718,0.965
2019-09,madebysid,1673,295,0.976,1632.848,0.965
2019-09,egamma,2121,27,0.768,1628.928,0.965
2019-09,btopro,1660,325,0.98,1626.8,0.965
2019-09,heymp,1660,325,0.98,1626.8,0.965
2019-09,vhf,2645,13,0.615,1626.675,0.965
2019-09,gwyneplaine,3413,8,0.476,1624.588,0.964
2019-09,sboudrias,12867,2,0.126,1621.242,0.964
2019-09,cgldevel,1656,323,0.979,1621.224,0.964
2019-09,nikkimk,1656,323,0.979,1621.224,0.964
2019-09,necolas,3389,8,0.476,1613.164,0.964
2019-09,vpicone,1617,432,0.987,1595.979,0.964
2019-09,boygirl,1780,67,0.896,1594.88,0.964
2019-09,electron,1841,50,0.866,1594.306,0.964
2019-09,julien-f,3607,7,0.441,1590.687,0.964
2019-09,feltron,1942,38,0.819,1590.498,0.964
2019-09,cherif_b,1855,46,0.854,1584.17,0.964
2019-09,dakahn,1605,425,0.987,1584.135,0.964
2019-09,gcpantazis,1591,966,0.994,1581.454,0.964
2019-09,jtini,1591,966,0.994,1581.454,0.964
2019-09,thayesx,1599,532,0.989,1581.411,0.964
2019-09,joaoritter,1599,532,0.989,1581.411,0.964
2019-09,vinsonchuong,2022,29,0.782,1581.204,0.964
2019-09,evanlovely,1589,756,0.992,1576.288,0.964
2019-09,sghoweri,1587,761,0.992,1574.304,0.964
2019-09,hectorramos,3973,6,0.395,1569.335,0.964
2019-09,rmg,1620,202,0.968,1568.16,0.964
2019-09,valscion,7039,3,0.222,1562.658,0.964
2019-09,huayingjie,1681,102,0.928,1559.968,0.963
2019-09,kaptinlin,1628,152,0.957,1557.996,0.963
2019-09,thecreation,1628,152,0.957,1557.996,0.963
2019-09,ibgreen,1575,514,0.988,1556.1,0.963
2019-09,erossignon,1663,112,0.935,1554.905,0.963
2019-09,hughsk,12340,2,0.126,1554.84,0.963
2019-09,mischah,12329,2,0.126,1553.454,0.963
2019-09,darrachequesne,3927,6,0.395,1551.165,0.963
2019-09,manolo,1818,45,0.85,1545.3,0.963
2019-09,platosha,1818,45,0.85,1545.3,0.963
2019-09,tomivirkki,1818,45,0.85,1545.3,0.963
2019-09,yuriyyev,1818,45,0.85,1545.3,0.963
2019-09,jrieken,2101,22,0.735,1544.235,0.963
2019-09,divyenduz,1565,313,0.977,1529.005,0.963
2019-09,pleerock,1638,107,0.931,1524.978,0.963
2019-09,quinlanj,1565,221,0.97,1518.05,0.963
2019-09,xaviergonz,2096,21,0.724,1517.504,0.963
2019-09,bjankord,1551,299,0.976,1513.776,0.963
2019-09,pessimistress,1532,506,0.988,1513.616,0.963
2019-09,ed.eustace,1517,1330,0.996,1510.932,0.963
2019-09,jianh,1519,500,0.988,1500.772,0.963
2019-09,tsherif,1519,509,0.988,1500.772,0.963
2019-09,dmorse,1505,751,0.992,1492.96,0.962
2019-09,mikemai2awesome,1505,751,0.992,1492.96,0.962
2019-09,remydenton,1505,751,0.992,1492.96,0.962
2019-09,doub,1534,242,0.972,1491.048,0.962
2019-09,stephenmathieson,2151,18,0.693,1490.643,0.962
2019-09,dominicbarnes,1928,28,0.772,1488.416,0.962
2019-09,mczernek,1531,226,0.971,1486.601,0.962
2019-09,leanhunter,1528,242,0.972,1485.216,0.962
2019-09,azure-sdk,1510,350,0.981,1481.31,0.962
2019-09,mapbox-admin,1793,39,0.825,1479.225,0.962
2019-09,brodybits,1518,262,0.974,1478.532,0.962
2019-09,1chandu,1495,491,0.988,1477.06,0.962
2019-09,vaadin-owner,1732,45,0.85,1472.2,0.962
2019-09,web-padawan,1732,45,0.85,1472.2,0.962
2019-09,dcode,1972,23,0.745,1469.14,0.962
2019-09,joshuakgoldberg,1736,44,0.845,1466.92,0.962
2019-09,basarat,3081,8,0.476,1466.556,0.962
2019-09,alvarezguille,1731,44,0.845,1462.695,0.962
2019-09,diegocardoso,1731,44,0.845,1462.695,0.962
2019-09,tulioag,1731,44,0.845,1462.695,0.962
2019-09,vlukashov,1731,44,0.845,1462.695,0.962
2019-09,evaneus,1466,1330,0.996,1460.136,0.962
2019-09,chasen,1645,62,0.887,1459.115,0.961
2019-09,shadaj,1748,40,0.833,1456.084,0.961
2019-09,ranyitzhaki,1568,102,0.928,1455.104,0.961
2019-09,elodszopos,1458,1321,0.996,1452.168,0.961
2019-09,lakatosandrei,1458,1321,0.996,1452.168,0.961
2019-09,charliecruzan,1495,223,0.971,1451.645,0.961
2019-09,ismay,1626,63,0.892,1450.392,0.961
2019-09,ryanthemanuel,1479,312,0.977,1444.983,0.961
2019-09,jstrutz,3275,7,0.441,1444.275,0.961
2019-09,ziluvatar,3275,7,0.441,1444.275,0.961
2019-09,luisrudge,2876,9,0.501,1440.876,0.961
2019-09,jpeddicord,1483,224,0.971,1439.993,0.961
2019-09,tdeekens,1461,360,0.982,1434.702,0.961
2019-09,thekenwheeler,2069,18,0.693,1433.817,0.961
2019-09,boopathi,4771,4,0.3,1431.3,0.961
2019-09,bowserj,1470,253,0.973,1430.31,0.961
2019-09,nexdrew,11340,2,0.126,1428.84,0.961
2019-09,valentinbe,1452,335,0.981,1424.412,0.961
2019-09,cerner-oss,1459,293,0.976,1423.984,0.961
2019-09,kpshek,1459,293,0.976,1423.984,0.961
2019-09,mjhenkes,1459,293,0.976,1423.984,0.961
2019-09,sambao21,1459,293,0.976,1423.984,0.961
2019-09,hegemonic,2384,12,0.596,1420.864,0.96
2019-09,georgios-uber,1434,493,0.988,1416.792,0.96
2019-09,emilyrohrbough,1450,293,0.976,1415.2,0.96
2019-09,stephenesser,1450,293,0.976,1415.2,0.96
2019-09,tbiethman,1450,293,0.976,1415.2,0.96
2019-09,pixelastic,1481,146,0.955,1414.355,0.96
2019-09,reggi,3580,6,0.395,1414.1,0.96
2019-09,rfeng,1459,203,0.969,1413.771,0.96
2019-09,adavila,1433,386,0.985,1411.505,0.96
2019-09,gnavvy,1428,482,0.988,1410.864,0.96
2019-09,sjchmiela,1453,228,0.971,1410.863,0.96
2019-09,gabelevi,4681,4,0.3,1404.3,0.96
2019-09,christianmurphy,2650,10,0.529,1401.85,0.96
2019-09,nullvoxpopuli,1769,31,0.791,1399.279,0.96
2019-09,wangshijun,1431,284,0.975,1395.225,0.96
2019-09,dylanpiercey,1640,45,0.85,1394,0.96
2019-09,jasongore,1461,136,0.953,1392.333,0.96
2019-09,cliffkoh,1461,135,0.952,1390.872,0.96
2019-09,dzearing,1461,135,0.952,1390.872,0.96
2019-09,uifabricteam,1461,135,0.952,1390.872,0.96
2019-09,shopify-dep,1426,266,0.975,1390.35,0.96
2019-09,rubenverborgh,1449,159,0.959,1389.591,0.96
2019-09,bigeasy,1465,124,0.948,1388.82,0.959
2019-09,peppe,1640,44,0.845,1385.8,0.959
2019-09,react-native-bot,3958,5,0.349,1381.342,0.959
2019-09,ulivz,1697,36,0.812,1377.964,0.959
2019-09,ebidel,4592,4,0.3,1377.6,0.959
2019-09,tns-bot,1402,355,0.982,1376.764,0.959
2019-09,usergenic,10924,2,0.126,1376.424,0.959
2019-09,sharpie,1430,177,0.961,1374.23,0.959
2019-09,afwenming123,1396,371,0.984,1373.664,0.959
2019-09,ricmoo,1470,110,0.934,1372.98,0.959
2019-09,angular-cli,2063,16,0.664,1369.832,0.959
2019-09,coopy,1706,33,0.801,1366.506,0.959
2019-09,macklinu,10792,2,0.126,1359.792,0.959
2019-09,simaq,1473,95,0.923,1359.579,0.959
2019-09,b-admike,1404,202,0.968,1359.072,0.959
2019-09,zixia,1926,19,0.704,1355.904,0.959
2019-09,nikgraf,2141,14,0.632,1353.112,0.959
2019-09,jannyhou2016,1400,197,0.965,1351,0.959
2019-09,josh,1523,61,0.886,1349.378,0.959
2019-09,airbnbeng,1430,119,0.94,1344.2,0.959
2019-09,es128,6046,3,0.222,1342.212,0.959
2019-09,xintong,1355,400,0.987,1337.385,0.959
2019-09,marsup,2524,10,0.529,1335.196,0.958
2019-09,tsapeta,1371,226,0.971,1331.241,0.958
2019-09,othiym23,5978,3,0.222,1327.116,0.958
2019-09,knappi,2784,8,0.476,1325.184,0.958
2019-09,lawnsea,2784,8,0.476,1325.184,0.958
2019-09,avi.vahl,1375,169,0.96,1320,0.958
2019-09,dpogue,1355,253,0.973,1318.415,0.958
2019-09,emmenko,1339,327,0.98,1312.22,0.958
2019-09,aaron,2756,8,0.476,1311.856,0.958
2019-09,surajpindoria,1348,255,0.973,1311.604,0.958
2019-09,szymon20000,1340,225,0.971,1301.14,0.958
2019-09,imranolas,1912,17,0.678,1296.336,0.958
2019-09,marvinhagemeister,1530,44,0.845,1292.85,0.958
2019-09,chrisbolin,1702,25,0.759,1291.818,0.958
2019-09,atool,1377,107,0.931,1281.987,0.958
2019-09,commercetools-admin,1306,327,0.98,1279.88,0.958
2019-09,mattrobenolt,2147,12,0.596,1279.612,0.958
2019-09,adnasa,1306,320,0.979,1278.574,0.958
2019-09,benvinegar,2138,12,0.596,1274.248,0.958
2019-09,schleyfox,1369,104,0.93,1273.17,0.958
2019-09,mitsuhiko,2134,12,0.596,1271.864,0.958
2019-09,lemonmade,1304,267,0.975,1271.4,0.958
2019-09,haza,2131,12,0.596,1270.076,0.957
2019-09,kamilogorek,2131,12,0.596,1270.076,0.957
2019-09,yelouafi,1804,19,0.704,1270.016,0.957
2019-09,zeroling,1327,149,0.956,1268.612,0.957
2019-09,avikchaudhuri,4208,4,0.3,1262.4,0.957
2019-09,nmote,4208,4,0.3,1262.4,0.957
2019-09,samwgoldman,4208,4,0.3,1262.4,0.957
2019-09,ezolenko,5667,3,0.222,1258.074,0.957
2019-09,shinnn,9971,2,0.126,1256.346,0.957
2019-09,harmony,1566,33,0.801,1254.366,0.957
2019-09,reznord,1566,33,0.801,1254.366,0.957
2019-09,erisu,1288,255,0.973,1253.224,0.957
2019-09,dhmlau,1296,196,0.964,1249.344,0.957
2019-09,gmonaco,1469,45,0.85,1248.65,0.957
2019-09,nathanhammond,3157,6,0.395,1247.015,0.957
2019-09,anis,1278,254,0.973,1243.494,0.957
2019-09,cordovaowner,1278,253,0.973,1243.494,0.957
2019-09,mapbox-machine-user,1518,38,0.819,1243.242,0.957
2019-09,kael,1302,136,0.953,1240.806,0.957
2019-09,muan,1392,60,0.885,1231.92,0.957
2019-09,zhiyelee,9764,2,0.126,1230.264,0.957
2019-09,jonaskello,2062,12,0.596,1228.952,0.957
2019-09,royston,1257,311,0.977,1228.089,0.956
2019-09,somekittens,9746,2,0.126,1227.996,0.956
2019-09,mapbox-npm,1498,38,0.819,1226.862,0.956
2019-09,shadowspawn,9731,2,0.126,1226.106,0.956
2019-09,mapbox-npm-01,1497,38,0.819,1226.043,0.956
2019-09,mapbox-npm-02,1497,38,0.819,1226.043,0.956
2019-09,mapbox-npm-03,1497,38,0.819,1226.043,0.956
2019-09,mapbox-npm-04,1497,38,0.819,1226.043,0.956
2019-09,mapbox-npm-05,1497,38,0.819,1226.043,0.956
2019-09,mapbox-npm-06,1497,38,0.819,1226.043,0.956
2019-09,mapbox-npm-07,1497,38,0.819,1226.043,0.956
2019-09,mapbox-npm-08,1497,38,0.819,1226.043,0.956
2019-09,mapbox-npm-09,1497,38,0.819,1226.043,0.956
2019-09,mapbox-npm-advanced-actions,1497,38,0.819,1226.043,0.956
